polaridad,tweet
negativo,mal intencion coc cod sincl obra emblemat logr fisur cm amañ fiscalizacion control cuent gast millon central quint correamorenochin victori
negativo,ayudan encontr henry alexand rios roj vist noviembr camil ponc enriquez azuay 
negativo,mujer run abort privilegi clas afect exig respuest problem salud public prohib criminaliz denunci maltrat
negativo,chch sac vulner perdon dios wtf tatai
positivo,valient gener voc inspir fuerz escuch testimoni sobrevivient acto conmemoracion quit
negativo,pued tragartel quier ley ley gust
positivo,moderniz hospital vicent corral moscos inversion millon dolar moren
negativo,decision
positivo, person particip caminat dej huell vid libr violenci niñ adolescent mujer organiz distrit 
negativo,falt conoc preven infeccion une aspect desiguald lee declaracion director ejecut
negativo,instam gobiern argentin revert polit preserv sistem cientif tecnolog lid amer latin preven exod inminent cientif cart cientif macri premi nobel
negativo,dur golp bolsill venezolan suert echad 
positivo,minerv mari patri marip convirt simbol resistent femin manifest dictadur descubr cronologi
positivo,defensor puebl narr proces llev ped medi comunicacion derech vulner inform objet
negativo,director tutel indic resolucion tom repercusion poblacion afectacion dad declaratori emergent isla
negativo,dogm nieg vid muj peligr embaraz oposicion cieg abort president ecuador part secund
negativo,mir nuev entrev victor giorgi director vi congres latinoamerican caribeñ person trafic migrant explotacion sexual comercial niñ niñ adolescent ecuador region 
positivo,modul busc conoc ejercici derech sexual reproduct compromis famili construccion colect cultur paz 
positivo,are terminal reconstruccion torr control metr altur metr altur ministr
positivo,avanz asegur iguald salari mujer hombr asegur iguald derech proteccion mujer trabaj domest profundiz legislacion director ejecut adjunt
positivo,alzam voz pronunci campañ antivalor gener
positivo, eduard ledesm president sostuv nivel empresarial años interven erradic infantil sector bananer 
positivo,radi ilum compl comunicacion une cultur imaginari transport bell ecuador graci salud graci escuch alla años
positivo,just niñ
negativo,rechaz actitud reaccionari signific retroces derech ratific laic
negativo,victor giorgi explic moned junt niñ call permanec situacion reclut captacion trasl explotacion destin
positivo,boletin organiz for guayaquil analiz inclusion person discapac ambit laboral 
negativo,apoyan defens derech abort limit
positivo,noviembr conmemor violenci mujer dec
negativo,prep onim nacion nombr moral recib preocup inmigr venezolan hipocrit arrastra 
positivo,taller impuls compromis ejercici equid practic cotidian entorn famili evit violenci construccion relacion respet correspons 
negativo,present glosari femin dl ayud transversalizaion enfoqu gener
negativo,muj call cas embrutec envejec agradec
positivo,ecuador sed xxx reunion part protocol montreal event realiz latinomer impact global
positivo,ahoral tribunal acept recurs casacion bas principi favor modif pen expresident ecuafutbol luis ch años pedr años sentenci lav activ
positivo,maravill son sali sopl olvid descalz mied com agost lleg llev cargament donacion dec import unet don 
positivo,directors of we stay togeth to keep strong the importanc to work for all lgbtiq hum rights campaign organizacion años favor person lgbti extiend apoy activ mund enter
positivo,bibliotec especializ mujer iguald gener recopil proces difund informacion especializ
negativo,razon union tempran matrimoni infantil celebr
negativo,participacion signific mujer proces paz alla representacion signif reflej plen multipl interes
negativo,fiscali inform nuev ciudadan extranjer conden años cas sinalo conoc notici cas relev nivel nacional 
positivo,compart manual gener period apoy period aprend
positivo,viceministr justici derech human cult abord proces construccion particip ley organ integral preven erradic violenci mujer
positivo,feliz graci sab niñ decid viv libert duel duel
positivo,autoconvocatori organiz social segu socializ proyect ley
positivo, urge retom especial niñez institucional pens niñ niñ escuch voc
positivo, red zonal violenci niñ niñ adolescent realiz caminat dej huell vid libr violenci conmemoracion internacional eliminacion violenci muj
positivo,ministr president cnii firm conveni cooperacion garanti derech person adult mayor orden san juan dios
positivo,panel represent gener transformacion patron sociocultural moder mari pessin director cooperacion destac academ ambit estudi gener
negativo,inclu violenci sexual gener embaraz des indigen mestiz ped apoy debat plenari
positivo, feri noviembr escal nacional fortalecer vigil patrullaj fortalec convivent pacif segur ciudadani
positivo,present proyect ley organ integral prevencion erradicacion violenci muj deb asegur felic madr herman hij compañer niet
negativo,laboratori civic propuest gener activ incident polit divers sexual
negativo,calcul animal abandon dueñ deambul librement call famili respons dej desafi enorm
negativo,vay losvenezolan
positivo,voc luch derech plataform mujer camin presentacion result mes asamble nacional plataform
positivo, colabor helicopter traslad person her colaps viviend desliz suscit registr person fallec her
positivo, investigacion defensorial pid informacion expres institu involucr superintendent banc compañi control merc junt monetari
negativo,ley abus atropell ley inercultural divers particip respet libertad derech fundamental asamb
positivo,valor apoy libert expresion participacion mujer clav democraci expres preocupacion situacion hayde castill lider defensor deten nicaragu
positivo,president moren salud particip organiz xxi edicion event foromic inclusion financ desarroll empresarial
negativo,rein but compromet permanec neutral emision carbon via tedtalks
negativo,algui quit filtr sexist empeñ darn ejempl necesari educacion incorpor perspect gener
positivo, director brind palabr bienven conversatori inclusion person discapac divers desarroll nort guayaquil 
negativo,form violenci afect salud fisic emocional conmemor sum esfuerz erradic form violenci 
positivo,honr memori
positivo, educ mision ternur recib tall tecnologi aplic proces atencion infantil sur guayaquil 
positivo,quier agradec ecuador realment trabaj vision compromis etic derech polit public pon centr niñez adolescent mari cristin perceval director regional
positivo,preocup atend neces niñ niñ adolescent situacion vulner reuni mari cristin perceval director regional latinoamer intercambi criteri benefici pequeñ
positivo,intervien defens secretari tom referent amicus curia present
positivo,entrev reviv testimoni hector medin subdirector program progres solidar republ dominican 
negativo,ecuador realiz allan quit sant doming esmerald guayaquil babahoy incaut kil marihuan litr acid sulfur person deten formul carg delincuent organiz dict prision prevent
negativo,boletin cort provincial ratif sentenci mari sol exfuncionari iess
negativo,ciud locacion centr quit noviembr ph 
positivo,conozc comedi carl michelen conoc mich aniversari radi ilum octubr ven compart famili reirs
negativo,matern forz impuest product violenci sexual impun acces justici ecuador falt accion polit efect prevencion educacion salud sexual reproduct
positivo,viv derech proces educ program participacion estudiantil particip docent canton atacam eloy alfar esmerald quinind san lorenz person educacion cambi mund
positivo,president moren recibir palaci gobiern medall olimp juvenil
negativo,jorn despenalizacion abort juev viern sep
negativo,buen deb cambi sistem pervers criminaliz victim violacion oblig embaraz product violacion bast violent derech mujer
positivo,particip encuentr iberoamerican legisl empoder econom mujer panel mes redond discriminacion legal
positivo,campañ concienci violenci promuev valor erradic form violenci institu educ docent padr famili estudi autor cultur paz
positivo,plataform mujer camin iguald conoc vet presidencial plant criteri articul consider insist aprob noviembr
positivo,entreg retrat consej consult ministr culmin presentacion 
positivo,delit juzg ausenci acus present propuest ley extincion domini solicit seri reform coip
positivo,informat real canal oficial carreter logist destin rut segur
positivo,vide asambl miembr coalicion legisl transparent impuls ley 
positivo,radi television vist entreg reconoc ing jaim diaz director radi ilum
negativo,delegacion emergent hidric critic canton san miguel banc realiz inspeccion program verific gener accion necesari dot agu poblacion garantiz
positivo,ministr president cnii explic intergeneracional plante sal pobrez discusion pobrez cuid
positivo,acompañ lideres organiz mujer indigen encuentr altas autor iberoamer puebl indigen
negativo,estim carl brind solucion inconvenient favor comuniques corre asesor adecu salud
positivo,instal sesion recib genet sacerdot represent expondr argument relacion despenalizacion abort violacion marc reform
positivo,pathosformel instalacion audiovisual destac escultur lumin import proces memori individual colect victim violacion
negativo,maxim pen asesin mari emili bast impun justici justici justici
positivo,tall abraz balaz cas ortig
negativo,boletin vincul person proces lav activ investig exministr ivan 
negativo,pm abog inmigracion convivi mexic famili caravan migrant caus exod situacion actual expect asesori legal recibir fronter 
positivo,lluchu chaki rimay dialog piez descalz
positivo,jair jarrin facilit mes tem sistem integral proteccion
positivo,conversatori realiz pedr moncay ministr socializ lineamient program marc 
negativo,encontr hij años busqued quebr barranc fund basur muj merec asesin 
positivo,fotoboletin conmemoracion derech niñ llev cab conversatori niñ niñ adolescent enfatiz reform urgent codig niñez adolescent
positivo,record luch conquist expres respald record compromis
positivo, niñ niñ educ centr desarroll infantil sagr corazon jesus arman arbolit navid lucir cdi ubic guasm central 
positivo,team reun planific proyect segu mejor 
positivo,junt herman
negativo,vendr 
positivo,sobrevivient defensor activ mund histori cont refier eliminacion violenci mujer cuentan plataform
positivo, impuls construccion relacion respet correspons evit violenci famili replic modul equip cnh mision ternur distrit quit centr 
positivo, masiv participacion centr guayaquil manifest noviembr violenci muj 
positivo,realiz debat permanent habl divers cnii sum activ realiz organiz social
positivo,mañan radi vision reflexion asambl eleccion repercusion entrev
negativo,vist logr cambi critic nocion liderazg colaboracion violenci mujer benjamin tuck
positivo,quier tort ocasion especial simplement degust famili piens hag gast
positivo,visit bibliotec especializ gener conoc libr 
negativo,silenci deven torment ces violenci desiguald
negativo,car perpetr famili via
negativo,necesit polit reparacion integral derech trabaj propuest reparacion victim femicidi retras justici dat final list aprob urgent xo
negativo,bloqu verd present march violenci mujer asesin abort clandestin muer mujer grit march 
positivo,present asambl nacional part polit fuerz ecuador fe integr banc miembr comision
positivo,ley perfect ley perfect vot plen aprobacion comienz sald deud histor region
negativo,aument numer cantor tram surg proporcion epic hil jal conduc madej podredumbr entram inimagin pobr venezuel enferm alma
positivo,cnig territori secretari tecnic socializ ley organ integral preven erradic violenci mujer 
positivo,honr paz firm años peru suscrib acuerd tem social cultural infraestructur conect product comercial inversion turism segur defens ambiental energet miner 
positivo,apoy famili import puert closet mejor 
positivo,cas suscit av francisc orellan ministr ciudadan apunt arma captur encontr arma fueg fabricacion artesanal plastic puest orden justici
positivo, muestr hermand ecuador peru deleg pais mantuv espaci analiz avanc tem benefici mutu
positivo,maxim cumpl dese hermos sobrin present fiest mil graci apoy microemprend quer disfrut satisfaccion public
positivo, niñ niñ centr desarroll infantil angelit travies dur realiz dinam manual navid gui educ
positivo,consuel bow inauguracion seminari iguald discriminacion 
positivo,reunion consej defensor defensor naturalez analiz hoj rut provinci
negativo,natural interes inter vuelv democraci zapater inter hag
negativo,carl gavir exmagistr colombian legisl catol entiend cas conced facult suspend gestion victim violacion 
negativo,viol mujer niñ result enfrent embaraz forz pon riesg salud vid suced especial mujer situacion pobrez
negativo, sabi mujer viv violenci fisic relacion parej inec
negativo, realid odi discriminacion dej
positivo,ecuador peru reafirm excelent laz amist hermand xii gabinet binacional marc
positivo,asesinat period comerci ministr reiter postur pte gobiern investig accion omision polici desarticul grup oliv sinisterr deten integr
positivo,fiscali realiz sobrevuel rio guayllabamb hidroelectr manduriacu protocol busqued jov michell montenegr desaparec juni 
positivo, acompañ caminat encuentr inform servici ecuador violenci gener
positivo, import destac muj desempeñ rol camp laboral cdi cnh uie coordin zonal event dej huell 
negativo,comision organizacion cuenc escog vid 
negativo,pso venezuel cub vergenz ajen zapater apoy legitim tirani madur call violacion ddhh exod millon venezolan sanchez legitim dictadur cuban ignor opositor pid democraci
positivo,kaypimi rimarishkat uyachinchik tukuyll mashikunam dialogandi diregent comun sinchi uku carabuel
negativo,mund celebr años muert asesin artific exod millon cuban millon venezolan años sum tuit mexican español
negativo,complej judicial nort instal audienci reformulacion carg enriquec priv justific defraudacion tributari carm espos ramir expresident consej direct iess
positivo,leccion limit expresion ident lxs niñxs 
positivo,esenci histor ecuador plasm letr not musical encontr homenaj hech histor personaj llev independent yug español 
negativo,mujer pongans condon aplic niñ viol cas fal tatu cerebr
negativo,pso venezuel cub vergenz ajen zapater apoy legitim tirani madur call violacion ddhh exod millon venezolan sanchez legitim dictadur cuban ignor opositor pid democraci
positivo,grup religi bogot don aliment emigr venezolan
positivo,secretari tecnic particip ponent expus cultur paz gener divers conservatori constru paz territori organiz
positivo,secretari tecnic expon norm actual criminaliz mujer encuer condicion multipl vulner actual codig penal criminaliz pobrez victim violenci sexual
positivo, activ integracion famili unid crec hij angelit comun verd sector rural guayaquil 
positivo,mujer niñ prefier contact frecuenci mujer respons manten paz hor busc proteccion especial victim violenci sexual via
negativo,notici fals problem real convert arma usad polit demagog evit critic desprestigi medi consecuent 
positivo,objet afianz laz cooperacion torn brind mayor herramient fortalec ministr interior mantuv reunion arnaud peral coordin resident onu ecuador
negativo,xq manipul juventud sanducher
positivo,encontr buen air
positivo,ric pie frut roj sabor col mor entreg graci quer permit endulc mejor moment 
positivo,buen jorn compañer debatiranalizarconoc actu transform consign escuel nel martinez proxim cit graci compañer buen retorn 
positivo, amant patri venezuel 
positivo,garantiz mujer posibil ejerc derech decid concienci oblig matern forz
negativo,jaj mir quej violent segur fan misogin rae segur corrig semanticacapaz ortografi derech
positivo,constru socied mujer heroin justici ternur respet 
positivo,vide mensaj president republ moren desarroll baranquill particip ministr panel inclusion person discapac 
positivo,recom articul derech niñ diferent gener mied crianz hij
positivo, caminat dej huell vid libr violenci plaz san francisc simboliz luch constant erradic rastr vulneracion derech muj 
negativo,ideologi
positivo,tom medi legisl inici entrev jamilet vivanc represent consej consult niñez adolescent president cnii president
negativo,defensor puebl enfatiz pronunci realiz exhort defensori puebl realiz seguimient correspondient cas ofrec
positivo, director entreg certific reconoc famili particip carrer nort guayaquil 
positivo,afirm compromis ecuador limit adhesion instrument internacional plen aplicacion educacion promulgacion polit public creacion institucional especif
negativo,urgent senagu confirm incompatibil mineri cabecer rio aguar decl rios cofan chingual aguar cuenc hidric proteg
positivo,conmemor internacional orgull lgbti compart informacion 
negativo,señor unic sobr polit irrespons escrupul agit xenofobi arañ vot habl corrupcion mal gestion deud aument desiguald destroz public
negativo,mied jos serran cronic asamble
positivo,sabi servici consult line conoc servici atend ciudadani ecuatorian
positivo,part cop radi ilum 
positivo,defensor puebl señal intencion compart experitici servidor servidor rest personal enfoqu integral fortalec consolid proces institucional nivel intern
positivo,compromis firm decid escuch niñ niñ adolescent fundamental constru inclus respetu
positivo,internacional eliminacion violenci muj visibiliz accion preven erradic implement escuel famili fortalec capac proteccion prevencion proces format
positivo,entreg credit compañer plataform segu compromet alcanz autonomi econom mujeresfortalec autoestim derech decid vid
negativo,map estatus legal abort mund pais despenaliz total copi buen practic pais numer abort baj 
positivo,derech mujer vid libr violenci
positivo,invit segu canal oficial telegram buscan inclusion ecuador 
positivo,trabaj junt garant derech mujer equit libr violenci
positivo,bast manifestacion violenci niñ niñ 
positivo,pas abort legal salv vid autor salud ayud acompañ muj crisis amig sep entiend 
positivo,ministr compromet sector social defin competent secretari prevencion erradicacion violenci garantiz dict ley
positivo,atencion muj provenient pertenecient grup atencion prioritari mes gestacion ciudadan benefici med cautelar ingres
positivo,delici sobrin yiquisim pastel color quier pastel fiest 
negativo,hij niñ menor catorc años par ecuador victim violacion años gest infeccion vias urinari anemi 
negativo,señal entrev denunci delit sexual ocurr ecuador victim niñ niñ adolescent
negativo,censur red exig period profesional
negativo, activ internacional salud mujer derech decid defend vid mujer abort mor
positivo,ministr instal dialog usuari oper balcon servici 
positivo,conquist import histori logr person decid coordinacion zonal mies segu cre construccion mund libr violenci
positivo,cort provincial justici pichinch inici audienci apelacion sentenci delit trafic influenci solicit proces mari sol exfuncionari institut ecuatorian segur social
positivo,niñez adolescent priorid ecuador reflej volunt reform codig niñez preserv derech reconoc mari cristin perceval director regional
positivo,felicit decision cort constitucional actu favor mam famili divers ecuador espant molest curuchup histor derech human
positivo,herr mul enterr hij quis sepult recuerd mund recuerd sal luz niet
positivo,trabaj aerolin oper abran rut direct cuenc unid norteamer adelant convers moren 
negativo, secret familiar call amar clamor organ conform red provincial victim violenci internacional violenci muj
negativo,consecuent neces modific patron soci cultural aport prevencion form violenci mujer deberi eliminacion concurs bellez violenci simbol
negativo,emision acompañ adjunt person usuari consumidor habl recl ciudadan cobr indeb servici bancari rgg
positivo,lleg red social grand mund
positivo,exit protocol radic compromis pais reun moren
positivo,enfrent odi discriminacion machism compromis
positivo,herman vaness
positivo,sabi servici consult line conoc servici atend ciudadani
positivo,desarroll er tall nacional gener abord tem histori movimient mujer rol estereotip gener iguald ponenci carg principal
negativo,abort ilegal insegur implic riesg vid salud mujer
positivo,enterat consej nacional iguald gener 
positivo,caracterist centr salud san antoni are huert aprovech clim local 
positivo,ecuador particip xxxii reunion altas autor derech human mercosur
negativo,santiag rold creador teatral ecuatorian obligacion viabiliz opcion decid
negativo,diari mujer enfrent distint tip violenci lastim impuest socied informemon actu logr muj violent unamon
positivo,intervien nicol rothon madr felic graci sentenci logr apell todxs niñxs famili diversx ecuador
positivo,inici campañ local sensibilizacion informacion exigibil construccion aprobacion ley sirv preven erradic violenci mujer cicl vid divers 
negativo,hari colombi terror chavist cav tunel venezuel colombi proposit terror pas israel gaz liban
positivo,dur situacion viv ciudadan venezolan conoc histori esfuerz superacion cas migrant lleg revolucion ofici barberi bucaramang
positivo,compromis entreg estadist calid reuni comision gener analiz formulari utiliz encuest nacional relacion familiar violenci gener mujer
positivo,notici posit señor president inaugur plant produc protein suer inaugur mes juan pabl grijalv represent sector ganader pichinch
negativo,violenci naturaliz respons deconstru socied machist patriarcal segu luch vendr
positivo, ibeth orellan manifiest proteg mujer trans 
positivo,result latinobarometr demuestr ecuador recuper aspect fundamental libert expresion apertur medi comunicacion independent funcion aspect fundamental democraci
positivo,confim juev juni aureli hidalg viceministr recorrer constat neces constru via integracion binacional mantendr reunion autor local colect
negativo,mujer niñ sufr acos sexual via
positivo,ret permanent compromis erradicacion form violenci mujer
positivo,mantuv reunion alcaldes equip evit represion propuest pacif polici accion med cautelar favor morador barri capuli
positivo,compart analisis proyect ley violenci mujer ciudadanosorganizacionesinstitu integr mes erradicacion violenci gener med proteccion inmediat bolet auxili zon rural entreg tenient polit
negativo,comunic alianz produc tant vergenz atrev firm rechaz categor corrupt carg denunci critic aportacion voluntari critic rob emple cambi dueñ
negativo,orzar niñ continu embaraz pon riesg salud vid futur violacion derech human
positivo,fiscal edwin perez rein asum carg compromis objet revis expedient diagnost tom decision merec
positivo,marc jorn perspect desafi program reparacion inmaterial desarroll participacion entidad
positivo,noviembr conmemor violenci mujer dec
positivo,disculp trabaj alterc mañan solidar situacion sincer ped recl realic form pacif
positivo,oscar santill centr sabiduri ancestral pakarinc sisari pas sol equinocci septiembr
positivo,fiscal comparec comision inform cas presunt secuestr asesinat katty velasc oscar villacis inici investigacion previ abril expedient cuerp
negativo,oblig niñ madr violacion result barat aparent famili respons qued niñ president realid cambi
positivo,fund federacion ecuatorian indi ayud part comun ecuador
negativo,pso venezuel cub vergenz ajen zapater apoy legitim tirani madur call violacion ddhh exod millon venezolan sanchez legitim dictadur cuban ignor opositor pid democraci
positivo,delegacion red provincial violenci gener internacional eliminacion violenci muj activ particip rued terapi comunitari libr violenci
positivo,odi constru vid libr violenci
positivo,lun reseñ jur exod salv rein novel cort public 
positivo,fotografi galeri complet 
negativo,cre ven arrastr falt fortalec institucional enfoqu gener sobretod sistem judicial gener impun sistemat mujer
positivo,ministeri mantuv reunion abander guayaquil dur samborondon estudi compart experient reconoc excelent academ
positivo,buqu hospital confort atender migrant venezolan riohach
positivo,conjunt busc polit atend integral neces adult mayor ratific convencion proteccion derech person mayor pas import
positivo,nombr comun venezolan ped colaboracion herman nacional pa ayud activ vien realiz fin seman terminal quitumb
negativo,qued niñez adolescent ident provoc matern forz niñ 
positivo,colabor march dialog result vien lleg quit
positivo,ret permanent compromis erradicacion form violenci mujer
positivo,autor local firm acta compromis muestr apoy violenci mujer niñ acto simbol finaliz movilizacion dej huell 
negativo,tiembl machist abya yal femin march nacional
positivo,mañan particip march nacional defens agu vid sal rumb local san luc saragur continu verific cumpl derech libr expresion manifest librement
positivo,arranc presenci compañer provinci compromis constru iguald dignid organizacion sociañ
positivo,mujer niñ derech vid violenci mensaj secretari
negativo,defensor puebl indic cas tutel efect logic ministeri realiz real defens derech
positivo,intergeneracional conateu particip recogi voc titular derech identific tem infantil suicidi adolescent explic grac vasquez intervencion
positivo,public vide facebook
positivo,graci excelent cc
positivo,proyect ley person desaparec inclu sistem nacional localizacion busqued cre comit tecnic fiscali servici nacional medicin legal cienci forens actuari coordin fiscal
positivo,robert torr
positivo,inici concurs construccion quint puent sur km longitud via km conect puert dur naranjal estim inversion millon obra benefici guayaquil enter
negativo,salv famili fet complet form list vot rez chic años educacion sexual complet form chic
positivo,yuju garzocentr shopping cent
positivo,ven prueb hallac ubic urbanizacion san fern punt referent occidental quit ecuador 
positivo, director organiz social conmemor noviembr asesinat obrer huelg exigi condicion just registr obra cruc agu 
positivo,atencioni pronunci public urgent implementacion ley prevencion erradicacion violenci conozc 
positivo,represent lider reunion interinstitucional provinci autor dialog acerc fortalec mecan respuest prevencion violenci
positivo,tom pacif secretari hidrocarbur exig recib ministr habl posicion explotacion camp amazoni centr sur
positivo,to modul plataform mujer entreg pintur simboliz aport gener ley violenci muj
positivo,conclu jorn socializacion ley preven erradic violenci muj aport codig salud
positivo,galeri invit imagen movilizacion dej huell vid libr violenci manabi sant doming tsachil
positivo,paulin murill adjunt consumidor usuari afirm investigacion defensorial abiert determin empres recurrent entidad financ irrespet
positivo,entrevist acerc cas tramit realizacion encuentr autor dich zonal capital provinci
positivo,fiscal recib joaquin hernandez rector carl orteg cancill guayaquil titul fiscali realiz conferent vinculacion fge academi firm conveni cooperacion mutu
negativo,bolsonar jov gays libertad drog mujer trabaj aument numer homosexual obtuv vot brasil
negativo, niñ menor catorc años viol embaraz 
negativo, respons superintendent banc control vigil inclusiv interven institu carg frent pas asambl
negativo,promuev espaci participacion libr expresion inclusion niñez adolescent condicion iguald rest sujet social afirm director
negativo,sistem
negativo,gabriel rivadeneir jorg glas huelg hambr huelg hambr exvicepresident com
positivo,paulin murill adjunt person usuari consumidor inform llam audienci entidad public regul cobr cuent bancari rind declar
negativo,contrasent vid dictador pinochet naci fech emblemat mujer exig frent mund violenci machist muri pag crimen les human internacional derech human
positivo,fiscali ecuador colombi acuerd reunion especial abord tem person trafic migrant red enfrent global colombi har fuert fiscal
negativo,violenci mujer niñ violacion derech human frecuent ocurr espaci public priv asunt person
positivo,ocurri minut olga tañon defiend venezolan conciert quit ecuador años carrer hic venezuel
negativo,pued habl respet twits llen odi xenofobi ranci extrem comulg
negativo,repudi nacional femicidi dolor impuls luch tregu violenci gener agresion niñ evident crisis valor solidar padr compromis permit impun
positivo,simplement person
positivo,asambl explic marc reunion relacion defens reivindicacion derech niñ niñ marc 
negativo,jorn ladespenalizacion abort flacs 
negativo,interes investigacion mujer movil urban constat lleg hij absorb practic total muj aument numer viaj diari hombr permanec establ
negativo,pedaz brut
positivo, cas abiert organiz unid atencion infantil cnh constru lider cumpl expon comun labor institucional mies sur guayaquil 
negativo,atencion niñ años oblig famili recib terapi conversion porq sospech gay ilegal vulner derech human
positivo,entrev minut ibeth orellan director tecnic habl
negativo,destru dialog ecuatorian ensuci ideologi izquierd fars
negativo,pap viol niñ años embaraz ayud fug ah pres razon
positivo,result latinobarometr demuestr ecuador recuper aspect fundamental libert expresion apertur medi comunicacion independent funcion aspect fundamental democraci
negativo,cort provincial justici pichinch instal audienci apelacion sentenci solicit defens exfuncionari iess mari sol delit enriquec ilicit
negativo,pantall hombr misogin agredi parej 
negativo, servidor public garant derech señal coordin 
negativo,coordin zonal seri nivel desiguald ciud quit poblacion adult afect decis ejercici derech
negativo,hij niñ menor catorc años par ecuador victim violacion años gest infeccion vias urinari anemi 
positivo,escuel politecn nacional allan dictam juez constitucional frent garanti jurisdiccional acces informacion public present delegacion favor ciudadan garantiz derech neg informacion
positivo,graci it gets bett chil segu 
negativo,persig bien malhab person asambl via
positivo,antoni leon moral adult recint gramini select samborondon ejercit memori cort plaz tecnic territorial
positivo, vide mund libr violenci
positivo,prepar aniversari radi ilum sab octubr esper famili danz deport gastronomi andin arte music nacional internacional tukuyll shamupankichik mashikun
negativo, pas despenalizacion abort
negativo,ayudan encontr mari petron tuquerr chasiguan años desaparec may conocot padec alzheim tez trigueñ cabell canosolarg trenz ojos caf vesti sac verd blus calent plom chalin roj zapat azul
positivo,sobrevivient defensor activistastod mund histori cont refier eliminacion violenci mujer cuentan plataform
negativo,destitu prueb acus salv cabez prueb clar chats transferent audi pedi diner indeb trabaj gestion carg public
negativo, exig niñ proteg permit sig aument cifr femicidi frent mir indiferent socied duel crim levant voz
positivo,viv may viv luch obrer viv mujer emancip sistem machist patriarcal viv los trabaj
negativo,quier pens decision elimin decret persig menoscab facultad legisl asamble perenniz person carg requier participacion profesional competent
positivo,graci apoy rector facult recib bec profesor realic estudi doctor gradu unid españ argentin mexic robert gomez decan facult cienci administr
positivo,internacional eliminacion violenci muj entrad libr
positivo,represent lider reunion interinstitucional provinci autor dialog acerc fortalec mecan respuest prevencion violenci
positivo,despenalizacion abort cas violacion merec debat argument respons respetu expon
